country,item_name,veg,non_veg,egg,vegan,quantity_type,quantity,base_cost,calories_kcal,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,sodium_mg,USD,EUR,GBP,INR,CNY,BRL,JPY,AUD,CAD,SGD,AED,SAR
,Flavored Yogurt,1,0,0,0,g,100,16,95,3.6,2.8,13.0,0.0,12.0,50,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
,Flax Seeds,0,0,0,1,g,100,15,534,18.3,42.2,28.9,27.3,1.6,30,0.16,0.14,0.12,15.00,1.08,0.79,24.74,0.22,0.22,0.20,0.59,0.60
,Fox Grape,0,0,0,1,unit,1,8,67,0.6,0.4,17,0.9,16,2,0.08,0.07,0.06,8,0.58,0.42,13.2,0.12,0.12,0.11,0.31,0.32
,Foxtail Millet,0,0,0,1,g,100,11,351,12.3,4.3,63.2,8.0,0.0,4,0.12,0.10,0.09,11.00,0.79,0.58,18.14,0.16,0.16,0.15,0.44,0.45
Portugal,Francesinha,0,1,0,0,unit,1,90,790,35.0,48.0,48.0,2.0,5.0,1500,0.95,0.81,0.70,90.00,6.48,4.72,148.46,1.33,1.30,1.21,3.49,3.56
,Frankie,1,0,0,0,unit,1,28,280,7.5,11.0,36.0,2.0,2.0,320,0.30,0.25,0.22,28.00,2.01,1.47,46.19,0.41,0.40,0.38,1.10,1.13
,French beans,1,0,0,0,g,100,8,23.3,2.31,0.23,1.79,4.28,1.03,9.01,0.08,0.07,0.06,8,0.58,0.42,13.2,0.12,0.12,0.11,0.31,0.32
United States,French Fries,0,0,0,1,g,100,16,312,3.4,15.0,41.0,3.8,0.3,210,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
,Fresh Tuna,0,1,0,0,g,100,60,132,29.0,1.0,0.0,0.0,0.0,37,0.63,0.54,0.47,60.00,4.32,3.15,98.97,0.88,0.86,0.81,2.31,2.36
,Fresh water Eel,1,0,0,0,g,100,40,107.79,20.41,2.63,0,0,0,88.67,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Fried Chicken,0,1,0,0,g,100,170,260,20,17,8,0.5,0.5,420,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
,Fried Chicken Wings,0,1,0,0,unit,1,35,105,6.5,7.8,1.8,0.0,0.4,190,0.37,0.32,0.27,35.00,2.52,1.84,57.73,0.52,0.50,0.47,1.36,1.39
,Fried Egg,0,0,1,0,unit,1,8,90,6.3,7.0,0.4,0.0,0.2,95,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
,Fried Momos,0,1,0,0,unit,1,18,65,2.5,2.5,8.0,0.4,0.5,115,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Fried Papad,0,0,0,1,unit,1,6,55,1.8,3.2,5.0,0.4,0.1,120,0.06,0.05,0.05,6.00,0.43,0.31,9.90,0.09,0.09,0.08,0.22,0.23
Malta,Ftira,1,0,0,0,unit,1,25,260,7.0,8.0,37.0,2.0,2.2,300,0.26,0.23,0.19,25.00,1.80,1.31,41.24,0.37,0.36,0.34,0.95,0.98
United Kingdom,Full English Breakfast,0,1,0,0,g,100,40,215,11.0,15.0,8.0,1.1,1.4,420,0.42,0.36,0.31,40.00,2.88,2.10,65.98,0.59,0.58,0.54,1.54,1.58
,Gahat Dal,0,0,0,1,g,100,30,135,8,2,20,5,1,110,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Gajar Halwa,1,0,0,0,g,100,18,190,3.0,8.0,27.0,1.8,20.0,55,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Galho (Rice + Veg/Meat),0,1,0,0,unit,1,90,320,10,9,48,2,1,260,0.95,0.81,0.7,90,6.48,4.72,148.46,1.33,1.3,1.21,3.48,3.56
,Galia Melon,0,0,0,1,unit,1,40,36,0.6,0.2,9.1,0.8,8.1,18,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
India,Galouti Kebab,0,1,0,0,g,100,180,290,18,22,4,0.5,0.8,380,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
,Garden cress,1,0,0,0,g,100,20,247.49,14.49,12.27,16.6,5.43,0.92,23.59,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Garelu (Medu Vada),1,0,0,0,unit,1,15,95,2,5.5,9,1,0.5,120,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Garlic,1,0,0,0,g,100,3.64,123.88,6.6,0.15,20.59,4.9,4.85,9.62,0.04,0.03,0.03,3.64,0.26,0.19,6,0.05,0.05,0.05,0.14,0.14
,Garlic Bread,1,0,0,0,unit,1,12,150,3.8,6.0,20.0,1.1,1.2,220,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Garlic Pickle,0,0,0,1,g,100,20,110,2.5,5.5,14.0,2.0,4.2,1420,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Garlic Sabzi,0,0,0,1,g,100,40,110,3,5,14,2,1.5,140,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Gathiya,0,0,0,1,unit,1,10,120,2,7,12,1,0.5,125,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
India,Gatte Ki Sabzi,1,0,0,0,g,100,40,160,6,9,14,2,2,220,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
Spain,Gazpacho,0,0,0,1,ml,100,10,31,0.8,1.6,3.8,0.8,2.6,170,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
China,General Tso's Chicken,0,1,0,0,g,100,32,248,12.7,13.4,19.0,0.7,8.8,470,0.34,0.29,0.25,32.00,2.30,1.68,52.78,0.47,0.46,0.43,1.25,1.28
India,Ghanta Tarkari,1,0,0,0,g,100,30,100,3,4,13,3,2,150,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Ghari,1,0,0,0,unit,1,30,220,4,10,28,0.5,18,30,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Ghee,1,0,0,0,g,100,10,0,0,100,0,0,0,0,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Ghewar,1,0,0,0,unit,1,25,220,3,9,31,0.5,18,40,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
India,Ghugni,0,0,0,1,g,100,30,150,6,4,22,5,2,160,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Gingelly oil,1,0,0,0,ml,100,22,0,0,100,0,0,0,0,0.23,0.2,0.17,22,1.58,1.15,36.29,0.32,0.32,0.3,0.85,0.87
,Gingelly seeds,1,0,0,0,g,100,18,514.58,20.83,43.12,9.15,17.12,1.02,14.43,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
,Ginger,1,0,0,0,g,100,2.54,54.97,2.22,0.85,5.11,5.36,1.31,10.03,0.03,0.02,0.02,2.54,0.18,0.13,4.18,0.04,0.04,0.03,0.1,0.1
India,Goan Fish Curry,0,1,0,0,g,100,140,125,8,8,5.5,1.5,3,320,1.48,1.26,1.09,140,10.07,7.35,230.93,2.06,2.02,1.88,5.42,5.53
,Goat,1,0,0,0,g,100,80,124.08,17.27,6.1,0,0,0,73.77,0.84,0.72,0.62,80,5.76,4.2,131.96,1.18,1.15,1.08,3.1,3.16
,Gobi Paratha,1,0,0,0,unit,1,25,190,5,6,28,3,2,210,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Gobro,1,0,0,0,g,100,30,86.52,19.37,0.88,0,0,0,52.68,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Gogu leaves,1,0,0,0,g,100,4,36.45,1.85,1.08,1.17,4.24,0.01,13.21,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
,Gold fish,0,1,0,0,g,100,20,94.65,16.91,2.94,0,0,0,27.53,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Golgappa,0,0,0,1,unit,1,5,35,0.8,0.5,7,0.3,1,45,0.05,0.05,0.04,5,0.36,0.26,8.25,0.07,0.07,0.07,0.19,0.2
India,Gongura Mutton,0,1,0,0,g,100,180,210,14,15,4,1,1,340,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
India,Gongura Pachadi,1,0,0,0,g,100,35,140,2,10,9,3,2,260,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Goosberry,1,0,0,0,g,100,10,23.66,0.34,0.16,3.95,7.75,3.39,1.37,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Granola,0,0,0,1,g,100,28,471,10.0,20.0,64.0,8.0,24.0,300,0.30,0.25,0.22,28.00,2.01,1.47,46.19,0.41,0.40,0.38,1.10,1.13
,Grape Juice,0,0,0,1,ml,100,25,60,0.4,0.1,14.8,0.2,14.2,5,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Grapefruit,0,0,0,1,unit,1,15,42,0.8,0.1,10.7,1.6,6.9,1,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Grapefruit Juice,0,0,0,1,ml,100,25,39,0.5,0.1,9.2,0.1,8.4,1,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Grapes,1,0,0,0,g,100,8,68.75,0.96,0.33,9.96,1.32,9.96,1.83,0.08,0.07,0.06,8,0.58,0.42,13.2,0.12,0.12,0.11,0.31,0.32
Greece,Greek Salad,1,0,0,0,g,100,18,108,2.4,8.6,4.5,1.4,3.0,250,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Greek Yogurt,1,0,0,0,g,100,20,97,9.0,5.0,3.9,0.0,3.2,36,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Greek Yogurt Dip,1,0,0,0,g,100,24,95,6.0,5.0,5.0,0.2,3.5,120,0.25,0.22,0.19,24.00,1.73,1.26,39.59,0.35,0.35,0.32,0.92,0.94
India,Green Chutney,0,0,0,1,g,100,10,72,2.2,3.2,8.5,2.0,1.8,150,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
,Green gram,1,0,0,0,g,100,11.14,309.75,23.2,1.25,40.88,13.2,0.74,11.31,0.12,0.1,0.09,11.14,0.8,0.58,18.38,0.16,0.16,0.15,0.43,0.44
,Green Peas,0,0,0,1,unit,1,12,81,5.4,0.4,14.5,5.1,5.7,5,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
,Green Salad,0,0,0,1,g,100,12,22,1.2,0.3,4.3,1.5,2.1,15,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Green Tea,0,0,0,1,ml,100,3,1,0.0,0.0,0.2,0.0,0.0,1,0.03,0.03,0.02,3.00,0.22,0.16,4.95,0.04,0.04,0.04,0.11,0.11
Latvia,Grey Peas with Bacon,0,1,0,0,g,100,20,185,8.0,7.0,21.0,5.0,1.5,250,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Grilled Chicken,0,1,0,0,g,100,170,210,25,11,2,0,0.5,240,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
,Grilled Chicken Breast,0,1,0,0,g,100,38,165,31.0,3.6,0.0,0.0,0.0,74,0.40,0.34,0.30,38.00,2.73,1.99,62.68,0.56,0.55,0.51,1.47,1.50
,Grilled Fish,0,1,0,0,g,100,170,190,22,10,1,0,0,210,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
Luxembourg,Gromperekichelcher,1,0,0,0,unit,1,10,95,1.8,4.0,13.0,1.0,0.5,120,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
,Ground Beef,0,1,0,0,g,100,40,250,26.0,15.0,0.0,0.0,0.0,72,0.42,0.36,0.31,40.00,2.88,2.10,65.98,0.59,0.58,0.54,1.54,1.58
,Ground nut,1,0,0,0,g,100,12,520.08,23.65,39.63,14.61,10.38,4.42,12.21,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
,Groundnut oil,1,0,0,0,ml,100,20.05,0,0,100,0,0,0,0,0.21,0.18,0.16,20.05,1.44,1.05,33.08,0.3,0.29,0.27,0.78,0.79
Mexico,Guacamole,0,0,0,1,g,100,30,160,2.0,14.7,8.5,6.7,0.7,150,0.32,0.27,0.23,30.00,2.16,1.57,49.49,0.44,0.43,0.40,1.18,1.20
,Guava,1,0,0,0,unit,1,12,39.44,1.31,0.29,6.62,7.99,5.95,2.38,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
,Guava Juice,0,0,0,1,ml,100,25,56,0.6,0.2,13,0.5,9,2,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Gudok,0,0,0,1,g,100,30,95,2,4,12,3,1.5,150,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Guinea fowl,1,0,0,0,g,100,30,112.09,20.52,3.24,0,0,0,57.64,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Guitar fish,0,1,0,0,g,100,30,95.6,22.56,0.44,0,0,0,70.81,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Gulab Jamun,1,0,0,0,unit,1,15,150,2,5,24,0,18,35,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Gundruk,0,0,0,1,g,100,30,60,2.5,1,10,4,1.5,140,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Gushtaba,0,1,0,0,g,100,180,250,15,18,5,0.5,1,330,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
India,Gutti Vankaya Curry,0,1,0,0,g,100,45,180,3,13,10,4,2.5,220,0.47,0.41,0.35,45,3.24,2.36,74.23,0.66,0.65,0.61,1.74,1.78
,Gyapa Khazi (Rice Dish),0,1,0,0,unit,1,100,340,10,10,50,2,1,260,1.05,0.9,0.78,100,7.19,5.25,164.95,1.47,1.44,1.34,3.87,3.95
Japan,Gyoza,0,1,0,0,unit,1,16,48,2.0,1.7,6.2,0.3,0.4,90,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
,Haak Saag,0,0,0,1,g,100,25,70,2.5,3,8,3,1,110,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
Singapore,Hainanese Chicken Rice,0,1,0,0,g,100,24,168,9.0,5.0,20.0,0.5,0.6,250,0.25,0.22,0.19,24.00,1.73,1.26,39.59,0.35,0.35,0.32,0.92,0.94
China,Hakka Noodles,0,0,0,1,g,100,20,178,4.3,6.0,27.2,1.9,2.1,355,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
Cyprus,Halloumi,1,0,0,0,g,100,55,321,22.0,25.0,2.0,0.0,1.5,900,0.58,0.50,0.43,55.00,3.96,2.89,90.72,0.81,0.79,0.74,2.13,2.18
India,Halwa (Kozhikode Halwa),1,0,0,0,g,100,60,350,1.5,12,58,0.5,38,30,0.63,0.54,0.47,60,4.32,3.15,98.97,0.88,0.86,0.81,2.32,2.37
,Ham,0,1,0,0,g,100,200,145,21,5,1.5,0,1.4,1200,2.11,1.8,1.56,200,14.39,10.5,329.9,2.95,2.88,2.69,7.74,7.9
United States,Ham Sandwich,0,1,0,0,unit,1,80,275,14.0,9.0,34.0,1.8,3.5,610,0.84,0.72,0.62,80.00,5.76,4.20,131.96,1.18,1.15,1.08,3.08,3.15
,Handia Rice,1,0,0,0,unit,1,35,190,3,1,42,1,0.6,20,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
India,Handvo,1,0,0,0,unit,1,25,180,5,7,24,3,2,180,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Hara Dhania Cholia,0,0,0,1,g,100,30,110,5,4,14,4,2,130,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Hard Boiled Eggs,0,0,1,0,unit,1,8,78,6.3,5.3,0.6,0.0,0.6,62,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
,Hare,1,0,0,0,g,100,50,123.57,20.76,4.43,0,0,0,48.71,0.53,0.45,0.39,50,3.6,2.62,82.48,0.74,0.72,0.67,1.93,1.98
,Hazelnut,0,0,0,1,unit,1,35,628,15,60.8,16.7,9.7,4.3,0,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Heavy Cream,1,0,0,0,ml,100,30,340,2.0,36.0,3.0,0.0,3.0,38,0.32,0.27,0.23,30.00,2.16,1.57,49.49,0.44,0.43,0.40,1.18,1.20
,Hilsa,1,0,0,0,g,100,30,258.84,21.8,18.49,0,0,0,80.88,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
Panama,Hojaldre,1,0,0,0,unit,1,12,145,2.7,7.1,17.5,0.6,0.5,130,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Honey,1,0,0,0,g,100,35,304,0.3,0.0,82.0,0.2,82.0,4,0.37,0.32,0.27,35.00,2.52,1.84,57.73,0.52,0.50,0.47,1.36,1.39
,Honeydew,0,0,0,1,unit,1,35,36,0.5,0.1,9.1,0.8,8.1,18,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Honeydew Melon,0,0,0,1,unit,1,35,36,0.5,0.1,9.1,0.8,8.1,18,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
Ecuador,Hornado,0,1,0,0,g,100,38,268,20.4,19.2,1.0,0.1,0.4,330,0.40,0.34,0.30,38.00,2.73,1.99,62.68,0.56,0.55,0.51,1.47,1.50
,Horse gram,1,0,0,0,g,100,8,329.59,21.73,0.62,48.31,7.88,0.35,12.14,0.08,0.07,0.06,8,0.58,0.42,13.2,0.12,0.12,0.11,0.31,0.32
China,Hot and Sour Soup,0,0,0,1,ml,100,10,28,1.2,0.7,4.3,0.4,1.1,290,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
United States,Hot Dog,0,1,0,0,unit,1,80,290,10,18,22,1,4,700,0.84,0.72,0.62,80,5.76,4.2,131.96,1.18,1.15,1.08,3.1,3.16
,Hot Sauce,0,0,0,1,ml,100,12,25,1.0,0.5,4.0,1.0,1.5,1100,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Hummus,0,0,0,1,g,100,22,166,7.9,9.6,14.3,6.0,0.3,379,0.23,0.20,0.17,22.00,1.58,1.15,36.29,0.32,0.32,0.30,0.84,0.86
Lebanon,Hummus Wrap,0,0,0,1,unit,1,32,260,7.0,9.0,35.0,4.0,2.0,310,0.34,0.29,0.25,32.00,2.30,1.68,52.78,0.47,0.46,0.43,1.25,1.28
India,Hyderabadi Biryani,0,1,0,0,unit,1,180,560,20,22,68,3,4,780,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
India,Hyderabadi Chicken Curry,0,1,0,0,g,100,160,240,20,15,6,1,1.5,360,1.69,1.44,1.25,160,11.51,8.4,263.92,2.36,2.3,2.15,6.19,6.32
,Ice Cream,1,0,0,0,g,100,20,207,3.5,11.0,24.0,0.0,21.0,80,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Iced Tea,0,0,0,1,ml,100,8,30,0.0,0.0,7.5,0.0,7.0,8,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
India,Idiyappam,1,0,0,0,unit,1,15,100,2,0.5,22,1,0.2,25,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
India,Idli,1,0,0,0,unit,1,10,58,2,0.4,12,0.8,0.1,65,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
India,Imarti,1,0,0,0,unit,1,15,130,1,3,25,0.2,18,20,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Indo Fried Rice,0,0,0,1,g,100,20,165,3.3,4.2,28.0,1.2,1.1,300,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Indori Namkeen,1,0,0,0,g,100,45,520,10,32,50,4,3,480,0.47,0.41,0.35,45,3.24,2.36,74.23,0.66,0.65,0.61,1.74,1.78
India,Indori Sev Paratha,1,0,0,0,unit,1,40,260,6,10,36,3,2,280,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Instant Noodles,0,0,0,1,g,100,16,470,8.9,18.0,67.0,3.0,2.5,1250,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
India,Irani Chai,1,0,0,0,ml,100,15,60,1.5,2,9,0,8,30,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
Ireland,Irish Stew,0,1,0,0,ml,100,18,90,6.4,4.1,7.0,0.8,1.0,210,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Jabuticaba,0,0,0,1,unit,1,35,58,0.6,0.1,15.3,2.3,11,1,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Jack fruit,1,0,0,0,unit,1,500,58.48,3.5,0.31,7.84,6.65,5.49,3.05,5.27,4.5,3.9,500,35.97,26.24,824.75,7.37,7.2,6.72,19.35,19.75
,Jackfruit,0,0,0,1,unit,1,60,95,1.7,0.6,23.2,1.5,19.1,2,0.63,0.54,0.47,60,4.32,3.15,98.97,0.88,0.86,0.81,2.32,2.37
,Jackfruit (raw),0,0,0,1,unit,1,20,95,1.7,0.6,23.2,1.5,19.1,2,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Jadoh,0,1,0,0,unit,1,100,380,11,12,52,2,1,320,1.05,0.9,0.78,100,7.19,5.25,164.95,1.47,1.44,1.34,3.87,3.95
,Jaggery,1,0,0,0,g,100,5,353.73,1.85,0.16,84.32,0,84.32,25.38,0.05,0.05,0.04,5,0.36,0.26,8.25,0.07,0.07,0.07,0.19,0.2
India,Jalebi,1,0,0,0,unit,1,15,120,1,3,22,0.2,16,20,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Jallal,1,0,0,0,g,100,30,100.38,21.55,1.46,0,0,0,74.33,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Jam,0,0,0,1,g,100,20,250,0.3,0.1,65.0,0.8,48.0,32,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Jambu fruit,1,0,0,0,unit,1,8,56.17,0.82,0.17,8.32,3.07,6.84,2.64,0.08,0.07,0.06,8,0.58,0.42,13.2,0.12,0.12,0.11,0.31,0.32
,Jamun Juice,0,0,0,1,ml,100,20,50,0.3,0.1,12,0.3,9,1,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
Saudi Arabia,Jareesh,0,1,0,0,g,100,20,145,6.0,4.0,20.0,1.2,0.5,160,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Jathi vela meen,1,0,0,0,g,100,30,108.27,22.45,1.92,0,0,0,30.53,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Jeera Rice,0,0,0,1,g,100,12,151,2.9,2.7,28.0,0.8,0.2,150,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
India,Jhalmuri,0,0,0,1,unit,1,25,160,4,5,24,2,1,200,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
India,Jhangora Kheer,1,0,0,0,g,100,40,170,3,4,30,0.5,18,55,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
India,Jolada Roti,1,0,0,0,unit,1,20,120,3,1,24,2.5,0.4,8,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Jonna Roti,0,0,0,1,unit,1,20,120,3,1,24,2.5,0.4,8,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
Slovenia,Jota,0,1,0,0,ml,100,14,70,3.4,3.2,6.7,1.4,1.0,250,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
,Jowar,1,0,0,0,g,100,4.4,334.13,9.97,1.73,60.96,10.22,1.27,5.42,0.05,0.04,0.03,4.4,0.32,0.23,7.26,0.06,0.06,0.06,0.17,0.17
,Jowar Roti,0,0,0,1,unit,1,15,120,3,1,24,2.5,0.4,10,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
Luxembourg,Judd mat Gaardebounen,0,1,0,0,g,100,34,210,14.0,11.0,12.0,3.0,1.0,320,0.36,0.31,0.27,34.00,2.45,1.78,56.08,0.50,0.49,0.46,1.32,1.35
,Jungle Maas,0,1,0,0,g,100,190,230,18,16,3,0.3,0.5,300,2,1.71,1.48,190,13.67,9.97,313.41,2.8,2.74,2.55,7.35,7.51
,Kabok,0,0,0,1,unit,1,12,120,2,2,24,1,6,20,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
Saudi Arabia,Kabsa,0,1,0,0,g,100,26,170,8.5,5.0,22.0,0.8,0.6,230,0.27,0.23,0.20,26.00,1.87,1.36,42.89,0.38,0.37,0.35,0.99,1.01
India,Kachori,1,0,0,0,unit,1,15,170,3,8,22,2,1,180,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Kachori Sabzi,1,0,0,0,unit,1,50,300,6,12,40,3,2,300,0.53,0.45,0.39,50,3.6,2.62,82.48,0.74,0.72,0.67,1.93,1.98
,Kachri Ki Sabzi,0,0,0,1,g,100,30,100,2,5,11,2.5,1.5,140,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
